Column1;Column2;containsfood
inform;south part of town;FALSE
inform;looking for something moderately priced on the east side of town;FALSE
thankyou;okay thank;FALSE
inform;dont care;FALSE
request;and the phone number;FALSE
inform;modern european foo;FALSE
thankyou;thank you good bye;FALSE
request;whats their phone number;FALSE
thankyou;thank you good bye;FALSE
request;whats the price range;FALSE
inform;moderately priced restaurant;FALSE
inform;asian;FALSE
inform;im looking for a cheap restaurant in the west part of town;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you goodbye;FALSE
inform;dont care;FALSE
inform;spanish;FALSE
inform;mediterranean;FALSE
request;whats the address;FALSE
inform;i am looking for an expensive restaurant;FALSE
thankyou;thank you good bye;FALSE
inform;breath i dont care noise;FALSE
affirm;uh yes can i get the address;FALSE
thankyou;thank you good bye;FALSE
inform;i want chinese food;TRUE
inform;looking for austrian food in the center of town;TRUE
inform;cheap;FALSE
inform;im looking for a cheap restaurant;FALSE
request;and the post code;FALSE
reqalts;what about asian oriental;FALSE
inform;french;FALSE
request;phone number;FALSE
inform;i dont care;FALSE
null;sil;FALSE
inform;asian oriental;FALSE
inform;north;FALSE
inform;cheap;FALSE
request;what type of food do they serve;TRUE
request;do you have the address;FALSE
bye;good bye;FALSE
inform;looking for a restaurant in the north part of town that serves swedish food;TRUE
inform;japanese food in the center of town;TRUE
null;worthless system;FALSE
inform;i dont care;FALSE
thankyou;thank you good bye;FALSE
inform;european food;TRUE
affirm;yes;FALSE
negate;no i want spanish food;TRUE
thankyou;thank you good bye;FALSE
null;there;FALSE
inform;i want a restaurant in the unintelligible that serves belgium food;TRUE
request;address phone number and post code;FALSE
inform;dont care;FALSE
negate;no;FALSE
request;can i have the address and the price range;FALSE
inform;im looking for unintelligible food;TRUE
request;phone number;FALSE
request;what is the address;FALSE
null;cough;FALSE
inform;polish food;TRUE
thankyou;thank you good bye;FALSE
request;area;FALSE
thankyou;thank you goodbye;FALSE
request;may i have the address;FALSE
reqalts;how about british food;TRUE
inform;mexican food;TRUE
inform;indian;FALSE
affirm;right;FALSE
request;may i have the phone number;FALSE
request;phone number;FALSE
reqalts;anything else;FALSE
request;okay can i have the address;FALSE
inform;thai;FALSE
null;okay;FALSE
inform;south;FALSE
inform;gastropub;FALSE
inform;south;FALSE
inform;dont care;FALSE
request;price range;FALSE
inform;any;FALSE
inform;i want a malaysian restaurant;FALSE
negate;no thank you good bye;FALSE
thankyou;thank you good bye;FALSE
request;can i have the phone number;FALSE
null;oh;FALSE
null;unintelligible;FALSE
inform;indian food;TRUE
request;could i get their address and phone number;FALSE
inform;i dont care about the price range;FALSE
reqalts;how about one that serves british food;TRUE
inform;im looking for a cheap restaurant that serves canapes food;TRUE
affirm;yes;FALSE
request;phone number;FALSE
inform;looking for a cheap restaurant in the north part of town;FALSE
inform;center;FALSE
confirm;is it in the east part of town;FALSE
reqalts;how about chinese food;TRUE
request;whats its address;FALSE
null;noise;FALSE
thankyou;thank you good bye;FALSE
request;phone number;FALSE
thankyou;thank you good bye;FALSE
inform;looking for something on the south side;FALSE
reqalts;is there anything else;FALSE
reqalts;how about asian oriental;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;looking for a restaurant in any area;FALSE
request;phone number;FALSE
null;unintelligible;FALSE
request;can i get the address;FALSE
request;can i get the address and price range;FALSE
request;whats the phone number;FALSE
request;what is little seouls phone number;FALSE
negate;no dont care;FALSE
request;whats the address;FALSE
inform;im looking for a restaurant in any area;FALSE
null;noise;FALSE
inform;find irish food;TRUE
request;the address phone number and post code;FALSE
inform;a moderately priced restaurant in the;FALSE
inform;north american;FALSE
request;what is the phone number;FALSE
thankyou;thank you good bye;FALSE
inform;i want a restaurant in the west part of town serving australian food;TRUE
request;can i have the phone number;FALSE
confirm;does it serve italian food;TRUE
null;not sure;FALSE
request;address post code;FALSE
inform;i dont care;FALSE
reqalts;how about indian food;TRUE
negate;no;FALSE
thankyou;thank you good bye;FALSE
inform;south;FALSE
inform;i cant answer in spanish;FALSE
thankyou;thank you good bye;FALSE
inform;bistro food;TRUE
request;what is the address;FALSE
affirm;yes;FALSE
thankyou;thank you good bye;FALSE
inform;im looking for a moderately priced restaurant and it should be in the east part of town;FALSE
inform;thai food;TRUE
request;what type of food do they serve;TRUE
reqalts;what about any area;FALSE
inform;spanish;FALSE
inform;mediterranean food;TRUE
null;uh continental;FALSE
null;sil;FALSE
inform;italian food;TRUE
inform;european;FALSE
request;phone number;FALSE
inform;i dont care;FALSE
request;address and phone number;FALSE
reqalts;how about mediterranean food;TRUE
inform;that serves spanish food;TRUE
inform;im looking for a restaurant;FALSE
request;address and postcode;FALSE
inform;im looking for a restaurant in any area that serves swedish food;TRUE
reqalts;is there anything else;FALSE
thankyou;thank you good bye;FALSE
request;and what area;FALSE
inform;cheap restaurant;FALSE
thankyou;thank you good bye;FALSE
inform;moderate;FALSE
repeat;go back;FALSE
reqalts;what about spanish type of food;TRUE
inform;im looking for a cheap restaurant that serves austrian food;TRUE
null;noise;FALSE
affirm;yes;FALSE
inform;i would like expensive food;TRUE
inform;any part;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
reqalts;is there anything else;FALSE
request;phone number;FALSE
request;what is the phone number;FALSE
inform;danish food;TRUE
request;phone number;FALSE
inform;expensive;FALSE
thankyou;thank you good bye;FALSE
inform;south part of town;FALSE
negate;no im looking for a moderately priced restaurant that;FALSE
request;address;FALSE
null;sigh;FALSE
null;sil;FALSE
request;whats the phone number for that place;FALSE
inform;im looking for a restaurant in the south part of town;FALSE
request;address;FALSE
null;the;FALSE
inform;can i have the european food;TRUE
request;phone number;FALSE
request;and the price range;FALSE
inform;indian;FALSE
inform;im looking for an expensive restaurant serving portuguese foo;FALSE
affirm;yes;FALSE
affirm;yes;FALSE
inform;im looking for a restaurant in the south part of town that serves malaysian food;TRUE
request;phone number;FALSE
confirm;is it cheap;FALSE
request;address;FALSE
inform;lebanese;FALSE
inform;unusual food;TRUE
inform;american;FALSE
request;what is the address and phone number;FALSE
inform;i want to find a restaurant that serves vietnamese;FALSE
request;may i have the phone number;FALSE
inform;expensive;FALSE
request;whats the address;FALSE
inform;im looking for moderately priced restaurant in the north part;FALSE
null;unintelligible;FALSE
inform;turkish food any price range;TRUE
inform;dont care;FALSE
null;care;FALSE
inform;cheap;FALSE
affirm;yes;FALSE
thankyou;thank you good bye;FALSE
request;whats the phone number;FALSE
inform;east part;FALSE
inform;south;FALSE
request;whats the phone number;FALSE
request;what is the phone number;FALSE
request;phone number;FALSE
thankyou;okay thank you good bye;FALSE
reqalts;how about spanish food;TRUE
thankyou;thank you good bye;FALSE
reqalts;uh what about italian food;TRUE
thankyou;thank you good bye;FALSE
request;what is the address;FALSE
inform;the food;TRUE
inform;i dont care;FALSE
reqalts;how about vietnamese type of food;TRUE
inform;swiss food;TRUE
inform;im looking for expensive spanish food;TRUE
inform;east;FALSE
request;whats the phone number;FALSE
affirm;yes;FALSE
request;great whats the phone number;FALSE
inform;um a cheap restaurant in the west part of town;FALSE
null;unintelligible;FALSE
inform;im looking for a moderately priced restaurant in the west part;FALSE
request;what is the address;FALSE
affirm;uh huh;FALSE
request;what is the address and phone number;FALSE
thankyou;thank you good bye;FALSE
null;how about;FALSE
request;can i have the address of the phone number of the venue;FALSE
inform;west;FALSE
inform;im looking for an expensive restaurant serving international food;TRUE
inform;north american food;TRUE
inform;indonesian;FALSE
request;uh can i get the address;FALSE
inform;what about a restaurant serving thai food;TRUE
inform;im looking for a restaurant serving international food;TRUE
request;okay can i get the address;FALSE
thankyou;thank you good bye;FALSE
request;what type of food;TRUE
inform;i want to find a moderately priced restaurant serving spanish food;TRUE
inform;cheap restaurant that serves;FALSE
null;noise;FALSE
affirm;yes;FALSE
inform;any;FALSE
inform;cheap restaurant;FALSE
thankyou;thank you good bye;FALSE
inform;missing sock;FALSE
inform;chinese;FALSE
request;what is the price range;FALSE
reqalts;and what is the other restaurant;FALSE
inform;expensive restaurant;FALSE
thankyou;thank you good bye;FALSE
negate;no;FALSE
inform;australian;FALSE
inform;mediterranean food;TRUE
request;phone number;FALSE
null;noise;FALSE
inform;australian food;TRUE
inform;any;FALSE
inform;im looking for a moderately price restaurant that serves halo food;TRUE
inform;singaporean food;TRUE
inform;i dont care;FALSE
request;what is the address of that venue;FALSE
request;and the address;FALSE
thankyou;thank you good bye;FALSE
inform;oriental;FALSE
reqalts;what about chinese food;TRUE
inform;hungarian food;TRUE
inform;moderately;FALSE
inform;center;FALSE
bye;okay good bye;FALSE
request;address;FALSE
affirm;yes;FALSE
request;phone number;FALSE
request;and what is the price range;FALSE
inform;i am looking for a cheap restaurant and it should be in the west part of town;FALSE
inform;north;FALSE
request;what is the address and phone number;FALSE
inform;asian oriental food;TRUE
inform;italian;FALSE
request;phone;FALSE
inform;korean food;TRUE
inform;ah centre;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you;FALSE
thankyou;thank you;FALSE
reqalts;what about chinese;FALSE
request;expensive price range;FALSE
request;whats the address;FALSE
inform;i dont care;FALSE
request;whats the address;FALSE
reqalts;what about indian food;TRUE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;basque food;TRUE
inform;im looking for a moderately priced restaurant in the south;FALSE
null;sil;FALSE
inform;any;FALSE
inform;in the east part;FALSE
request;type of food do they serve;TRUE
inform;vietnamese;FALSE
request;and can i get the address phone number and price range;FALSE
inform;cheap restaurant in the north part of town;FALSE
request;and what about the phone number;FALSE
affirm;yes;FALSE
inform;spanish;FALSE
inform;i would like asian oriental;FALSE
inform;chinese food;TRUE
request;phone number;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
request;address;FALSE
request;can i have the address and the phone number;FALSE
affirm;im looking yes a restaurant in the east of town;FALSE
inform;i dont care;FALSE
null;sil;FALSE
inform;west;FALSE
inform;expensive restaurant thai food;TRUE
inform;i want a moderately priced restaurant in the west part of town;FALSE
inform;can i have a restaurant in the north;FALSE
request;whats the phone number;FALSE
request;may i have the address;FALSE
inform;dont care;FALSE
inform;dont care west part of town;FALSE
request;phone number;FALSE
inform;north part of town;FALSE
thankyou;thank you good bye;FALSE
request;phone number;FALSE
thankyou;thank you good bye;FALSE
inform;greek food in the moderate;TRUE
request;address;FALSE
request;whats the address;FALSE
bye;stop it;FALSE
inform;i need a restaurant serving turkish food;TRUE
inform;in the west part of town;FALSE
request;address;FALSE
reqalts;how about the west area;FALSE
inform;can i have spanish food in;TRUE
reqalts;what about indian type of food;TRUE
thankyou;okay thank you good bye;FALSE
bye;good bye;FALSE
thankyou;okay thank you good bye;FALSE
inform;cheap;FALSE
inform;expensive;FALSE
affirm;yes;FALSE
reqalts;how about a restaurant that serves thai food;TRUE
inform;im looking for a restaurant in the north part of town;FALSE
request;whats the phone number;FALSE
inform;i dont care;FALSE
inform;food;TRUE
reqalts;what about thai;FALSE
request;tell me the post code;FALSE
inform;east;FALSE
inform;a moderately priced restaurant;FALSE
inform;im looking for cheap food in the north of town;TRUE
request;what is the address;FALSE
inform;a restaurant serving thai food;TRUE
inform;vietnamese;FALSE
request;the address;FALSE
affirm;yes;FALSE
inform;scottish;FALSE
inform;any range;FALSE
inform;cuban food;TRUE
request;and the address;FALSE
request;address;FALSE
thankyou;thank you good bye;FALSE
inform;italian food;TRUE
request;can i have the phone number;FALSE
request;where is the area;FALSE
affirm;correct;FALSE
request;whats the phone number;FALSE
